ts,iso_time,ph,o2,temp
1759811998438,2025-10-07T12:39:58.438000,7.1,7.62,26.5
1759812000145,2025-10-07T12:40:00.145000,7.1,7.62,26.5
1759812006578,2025-10-07T12:40:06.578000,7.1,7.63,26.5
1759812008423,2025-10-07T12:40:08.423000,7.1,7.63,26.5
1759812010180,2025-10-07T12:40:10.180000,7.1,7.63,26.5
1759812016594,2025-10-07T12:40:16.594000,7.1,7.63,26.5
1759812018406,2025-10-07T12:40:18.406000,7.1,7.63,26.5
1759812020073,2025-10-07T12:40:20.073000,7.1,7.63,26.5
1759812026564,2025-10-07T12:40:26.564000,7.1,7.62,26.5
1759812028431,2025-10-07T12:40:28.431000,7.1,7.62,26.5
1759812030086,2025-10-07T12:40:30.086000,7.1,7.62,26.5
1759812036592,2025-10-07T12:40:36.592000,7.1,7.61,26.5
1759812038430,2025-10-07T12:40:38.430000,7.1,7.61,26.5
1759812040087,2025-10-07T12:40:40.087000,7.1,7.61,26.5
1759812040121,2025-10-07T12:40:40.121000,7.1,7.61,26.5
1759812040122,2025-10-07T12:40:40.122000,7.1,7.61,26.5
1759812046588,2025-10-07T12:40:46.588000,7.1,7.6,26.5
1759812048413,2025-10-07T12:40:48.413000,7.1,7.6,26.5
1759812050116,2025-10-07T12:40:50.116000,7.1,7.6,26.5
1759812056591,2025-10-07T12:40:56.591000,7.1,7.61,26.5
1759812058441,2025-10-07T12:40:58.441000,7.1,7.61,26.5
1759812060155,2025-10-07T12:41:00.155000,7.1,7.61,26.5
1759812066582,2025-10-07T12:41:06.582000,7.1,7.62,26.5
1759812068396,2025-10-07T12:41:08.396000,7.1,7.62,26.5
1759812070187,2025-10-07T12:41:10.187000,7.1,7.62,26.5
1759812076586,2025-10-07T12:41:16.586000,7.1,7.63,26.5
1759812078423,2025-10-07T12:41:18.423000,7.1,7.63,26.5
1759812080081,2025-10-07T12:41:20.081000,7.1,7.63,26.5
1759812086593,2025-10-07T12:41:26.593000,7.1,7.63,26.5
1759812088425,2025-10-07T12:41:28.425000,7.1,7.63,26.5
1759812090087,2025-10-07T12:41:30.087000,7.1,7.63,26.5
1759812096585,2025-10-07T12:41:36.585000,7.1,7.61,26.5
1759812098388,2025-10-07T12:41:38.388000,7.1,7.61,26.5
1759812100090,2025-10-07T12:41:40.090000,7.1,7.61,26.5
1759812100112,2025-10-07T12:41:40.112000,7.1,7.61,26.5
1759812100112,2025-10-07T12:41:40.112000,7.1,7.61,26.5
1759812106589,2025-10-07T12:41:46.589000,7.1,7.59,26.5
1759812108428,2025-10-07T12:41:48.428000,7.1,7.59,26.5
1759812110123,2025-10-07T12:41:50.123000,7.1,7.59,26.5
1759812116573,2025-10-07T12:41:56.573000,7.1,7.6,26.5
1759812118541,2025-10-07T12:41:58.541000,7.1,7.6,26.5
1759812120158,2025-10-07T12:42:00.158000,7.1,7.6,26.5
1759812126585,2025-10-07T12:42:06.585000,7.1,7.62,26.5
1759812128400,2025-10-07T12:42:08.400000,7.1,7.62,26.5
1759812130193,2025-10-07T12:42:10.193000,7.1,7.62,26.5
1759812136569,2025-10-07T12:42:16.569000,7.1,7.61,26.5
1759812138431,2025-10-07T12:42:18.431000,7.1,7.61,26.5
1759812140078,2025-10-07T12:42:20.078000,7.1,7.61,26.5
1759812146579,2025-10-07T12:42:26.579000,7.1,7.62,26.5
1759816700107,2025-10-07T13:58:20.107000,7.1,7.52,26.8
1759816706596,2025-10-07T13:58:26.596000,7.1,7.53,26.8
1759816708413,2025-10-07T13:58:28.413000,7.1,7.53,26.8
1759816710103,2025-10-07T13:58:30.103000,7.1,7.53,26.8
1759816716589,2025-10-07T13:58:36.589000,7.1,7.51,26.8
1759816718414,2025-10-07T13:58:38.414000,7.1,7.51,26.8
1759816720098,2025-10-07T13:58:40.098000,7.1,7.51,26.8
1759816720150,2025-10-07T13:58:40.150000,7.1,7.51,26.8
1759816720151,2025-10-07T13:58:40.151000,7.1,7.51,26.8
1759816726597,2025-10-07T13:58:46.597000,7.1,7.52,26.8
